Name,undergradEnrollment,freshmenFinAidPercent,tuitionFees2013_14,geographicRegion,control,HBCU,Tribal college,degreeUrbanization,perc_AmericanIndianAlaskaNative,perc_Asian,perc_BlackAfricanAmerican,perc_HispanicLatino,perc_NativeHawaiian_OtherPacificIslander,perc_White,perc_MutiRacial,perc_RaceUnknown,perc_NonresidentAlien,perc_Women,perc_FreshmenPellGrants,perc_FreshmenInstGrantAid,numPOC,perc_POC,numWhite,tuition1000Dollar,controlPublic,HBCUYes,geographicRegion_factor,degreeUrbanization_factor
Campbell University,4465,100,26240,Southeast,Private not-for-profit,No,No,Town,1,2,17,6,0,55,2,16,2,50,38,94,1160.9,26,2455.75,26.24,0,0,Southeast,Town
Catawba College,1298,99,26820,Southeast,Private not-for-profit,No,No,Suburb,1,1,21,3,0,70,1,0,3,52,41,97,337.48,26,908.5999999999999,26.82,0,0,Southeast,Suburb
Chowan University,1361,100,22510,Southeast,Private not-for-profit,No,No,Town,1,0,70,3,0,21,4,1,1,53,74,100,1007.14,74,285.81,22.51,0,0,Southeast,Town
Davidson College,1788,62,42849,Southeast,Private not-for-profit,No,No,Suburb,1,5,7,6,0,69,4,3,6,50,13,55,339.72,19,1233.7199999999998,42.849,0,0,Southeast,Suburb
Duke University,6646,64,45376,Southeast,Private not-for-profit,No,No,City,1,21,10,6,0,49,2,3,9,50,14,47,2525.48,38,3256.54,45.376,0,0,Southeast,City
East Carolina University,21508,73,6143,Southeast,Public,No,No,City,1,3,16,5,0,70,3,2,1,59,32,39,5377,25,15055.599999999999,6.143,1,0,Southeast,City
Elizabeth City State University,2336,97,4429,Southeast,Public,Yes,No,Town,1,0,74,1,0,15,1,9,0,59,77,43,1775.3600000000001,76,350.4,4.429,1,1,Southeast,Town
Elon University,5599,68,30149,Southeast,Private not-for-profit,No,No,Suburb,0,2,6,5,0,82,2,2,2,59,7,55,727.87,13,4591.179999999999,30.149,0,0,Southeast,Suburb
Fayetteville State University,5410,96,4605,Southeast,Public,Yes,No,City,2,1,66,6,0,16,1,6,1,69,78,78,4057.5,75,865.6,4.605,1,1,Southeast,City
Gardner-Webb University,2587,100,25830,Southeast,Private not-for-profit,No,No,Town,1,1,16,2,0,68,0,10,2,65,39,95,517.4,20,1759.16,25.83,0,0,Southeast,Town
Greensboro College,974,100,26306,Southeast,Private not-for-profit,No,No,City,1,1,28,2,0,53,3,12,0,51,46,100,311.68000000000006,32.00000000000001,516.22,26.306,0,0,Southeast,City
Guilford College,2302,99,32470,Southeast,Private not-for-profit,No,No,City,0,3,24,5,0,61,3,1,2,56,38,91,736.64,32,1404.22,32.47,0,0,Southeast,City
High Point University,3999,73,30715,Southeast,Private not-for-profit,No,No,City,1,1,6,3,0,84,1,2,1,59,11,66,439.89,11,3359.16,30.715,0,0,Southeast,City
Johnson C Smith University,1387,89,18236,Southeast,Private not-for-profit,Yes,No,City,0,0,73,6,0,1,2,14,4,59,61,63,1095.73,79,13.870000000000001,18.236,0,1,Southeast,City
Lees-McRae College,890,100,24150,Southeast,Private not-for-profit,No,No,Rural,0,0,5,1,0,39,1,52,2,60,38,100,53.400000000000006,6.000000000000001,347.1,24.15,0,0,Southeast,Rural
Lenoir-Rhyne University,1491,99,29310,Southeast,Private not-for-profit,No,No,City,1,2,13,5,0,69,2,7,1,58,45,99,313.11,21.000000000000004,1028.79,29.31,0,0,Southeast,City
Livingstone College,1175,98,16024,Southeast,Private not-for-profit,Yes,No,Suburb,1,0,91,1,0,0,0,7,0,44,86,68,1092.75,93,0,16.024,0,1,Southeast,Suburb
Mars Hill University,1426,99,25636,Southeast,Private not-for-profit,No,No,Suburb,2,1,19,3,0,71,0,4,0,50,58,97,356.5,25,1012.4599999999999,25.636,0,0,Southeast,Suburb
Meredith College,1571,100,30562,Southeast,Private not-for-profit,No,No,City,1,3,11,3,0,72,3,3,4,100,35,100,282.78,18,1131.12,30.562,0,0,Southeast,City
Methodist University,2243,99,27830,Southeast,Private not-for-profit,No,No,City,1,1,20,7,0,50,4,9,6,46,41,91,650.47,29.000000000000004,1121.5,27.83,0,0,Southeast,City
Montreat College,743,100,23520,Southeast,Private not-for-profit,No,No,Suburb,2,1,19,3,0,59,2,11,4,57,43,100,185.75,25,438.37,23.52,0,0,Southeast,Suburb
Mount Olive College,3414,100,17300,Southeast,Private not-for-profit,No,No,Town,2,1,33,4,0,47,0,10,3,67,40,93,1365.6,40,1604.58,17.3,0,0,Southeast,Town
North Carolina A & T State University,8872,95,5422,Southeast,Public,Yes,No,City,0,1,85,2,0,4,2,3,2,54,62,55,7807.36,88,354.88,5.422,1,1,Southeast,City
University of North Carolina at Asheville,3736,77,6241,Southeast,Public,No,No,City,1,1,3,4,0,83,3,4,1,57,26,59,336.24,9,3100.8799999999997,6.241,1,0,Southeast,City
University of North Carolina at Chapel Hill,18370,68,8340,Southeast,Public,No,No,City,0,9,9,7,0,66,4,3,3,58,20,46,4592.5,25,12124.2,8.34,1,0,Southeast,City
University of North Carolina at Charlotte,21503,75,6107,Southeast,Public,No,No,City,0,5,17,7,0,61,3,3,2,48,37,38,6235.870000000001,29.000000000000004,13116.83,6.107,1,0,Southeast,City
University of North Carolina at Greensboro,14753,80,6382,Southeast,Public,No,No,City,0,4,25,6,0,56,4,2,3,65,48,54,5163.549999999999,35,8261.68,6.382,1,0,Southeast,City
North Carolina Central University,6220,97,5526,Southeast,Public,Yes,No,City,0,1,83,3,0,5,3,4,1,67,76,67,5411.4,87,311,5.526,1,1,Southeast,City
North Carolina State University at Raleigh,24536,71,8206,Southeast,Public,No,No,City,0,5,7,4,0,74,3,2,3,44,21,52,3925.76,16,18156.64,8.206,1,0,Southeast,City
North Carolina Wesleyan College,1602,84,26632,Southeast,Private not-for-profit,No,No,City,1,0,49,2,0,30,1,12,3,59,55,68,833.0400000000001,52,480.59999999999997,26.632,0,0,Southeast,City
University of North Carolina Wilmington,12447,69,6343,Southeast,Public,No,No,City,0,2,5,6,0,80,3,2,1,60,21,43,1618.1100000000001,13,9957.6,6.343,1,0,Southeast,City
William Peace University,1007,100,23900,Southeast,Private not-for-profit,No,No,City,1,2,35,3,0,45,3,11,0,71,67,100,412.87,41,453.15000000000003,23.9,0,0,Southeast,City
University of North Carolina at Pembroke,5429,92,5144,Southeast,Public,No,No,Town,15,2,34,4,0,39,2,2,1,62,59,10,2985.9500000000003,55.00000000000001,2117.31,5.144,1,0,Southeast,Town
Pfeiffer University,951,100,24150,Southeast,Private not-for-profit,No,No,Rural,1,1,16,4,0,49,2,23,5,60,50,100,209.22,22,465.99,24.15,0,0,Southeast,Rural
Queens University of Charlotte,1734,97,29800,Southeast,Private not-for-profit,No,No,City,1,3,18,5,0,55,1,11,6,72,35,93,468.18,27,953.7,29.8,0,0,Southeast,City
Mid-Atlantic Christian University,162,100,12160,Southeast,Private not-for-profit,No,No,Town,1,1,25,4,0,69,0,0,0,52,58,89,50.22,31,111.77999999999999,12.16,0,0,Southeast,Town
Saint Augustine's University,1299,85,17890,Southeast,Private not-for-profit,Yes,No,City,0,0,97,0,0,1,0,1,2,50,68,39,1260.03,97,12.99,17.89,0,1,Southeast,City
Salem College,979,99,24566,Southeast,Private not-for-profit,No,No,City,0,3,23,7,0,56,3,7,1,95,51,99,323.07,33,548.24,24.566,0,0,Southeast,City
Shaw University,1923,98,16480,Southeast,Private not-for-profit,Yes,No,City,0,0,69,0,1,1,0,27,1,56,86,48,1346.1,70,19.23,16.48,0,1,Southeast,City
St Andrews University,595,100,23332,Southeast,Private not-for-profit,No,No,Town,2,1,14,1,0,61,1,10,10,53,42,97,107.10000000000001,18.000000000000004,362.95,23.332,0,0,Southeast,Town
Wake Forest University,4823,81,44742,Southeast,Private not-for-profit,No,No,City,0,5,7,6,0,76,3,0,4,52,17,48,868.14,18,3665.48,44.742,0,0,Southeast,City
Warren Wilson College,830,90,29540,Southeast,Private not-for-profit,No,No,Suburb,1,1,4,4,0,85,2,0,3,61,39,84,83,10,705.5,29.54,0,0,Southeast,Suburb
Wingate University,2009,99,25040,Southeast,Private not-for-profit,No,No,Suburb,1,2,15,2,0,65,4,8,4,59,35,95,401.79999999999995,20,1305.8500000000001,25.04,0,0,Southeast,Suburb
Winston-Salem State University,4938,96,5468,Southeast,Public,Yes,No,City,1,1,72,2,0,18,2,3,2,71,74,64,3752.88,76,888.8399999999999,5.468,1,1,Southeast,City
Western Carolina University,8448,83,6265,Southeast,Public,No,No,Rural,1,1,6,4,0,81,3,1,2,55,39,70,1013.76,12,6842.88,6.265,1,0,Southeast,Rural
Dickinson State University,1449,82,5846,Plains,Public,No,No,Town,1,1,4,5,0,76,2,4,7,61,29,54,159.39000000000001,11.000000000000002,1101.24,5.846,1,0,Plains,Town
University of Jamestown,955,100,18494,Plains,Private not-for-profit,No,No,Town,1,2,3,5,0,84,0,0,6,53,38,100,105.05,11,802.1999999999999,18.494,0,0,Plains,Town
University of Mary,2044,100,14730,Plains,Private not-for-profit,No,No,Rural,2,1,3,3,0,82,1,7,2,64,20,100,183.95999999999998,9,1676.08,14.73,0,0,Plains,Rural
Mayville State University,1036,95,6353,Plains,Public,No,No,Rural,2,0,7,5,0,79,2,1,3,56,34,77,145.04000000000002,14.000000000000002,818.44,6.353,1,0,Plains,Rural
Minot State University,3254,91,6086,Plains,Public,No,No,Town,2,1,4,4,0,69,3,6,10,61,22,72,357.94000000000005,11.000000000000002,2245.2599999999998,6.086,1,0,Plains,Town
University of North Dakota,11724,88,7508,Plains,Public,No,No,City,2,1,2,3,0,81,3,3,6,43,21,48,937.9200000000001,8,9496.44,7.508,1,0,Plains,City
North Dakota State University-Main Campus,11948,88,7660,Plains,Public,No,No,City,1,1,3,1,0,87,2,2,4,44,21,35,716.8800000000001,6.000000000000001,10394.76,7.66,1,0,Plains,City
Valley City State University,1211,99,6516,Plains,Public,No,No,Town,1,1,3,4,0,83,2,1,4,56,37,94,108.99,9,1005.13,6.516,1,0,Plains,Town
University of Akron Main Campus,20477,90,10054,Great Lakes,Public,No,No,City,0,2,14,2,0,74,3,3,2,48,47,43,3685.8599999999997,18,15152.98,10.054,1,0,Great Lakes,City
Ashland University,3198,97,29836,Great Lakes,Private not-for-profit,No,No,Town,1,0,13,2,0,79,1,0,3,51,37,97,511.68,16,2526.42,29.836,0,0,Great Lakes,Town
Baldwin Wallace University,3425,100,27840,Great Lakes,Private not-for-profit,No,No,Suburb,0,1,9,5,0,80,4,1,1,55,41,100,513.75,15,2740,27.84,0,0,Great Lakes,Suburb
Bluffton University,1053,100,28504,Great Lakes,Private not-for-profit,No,No,Town,0,1,6,3,0,85,1,3,1,50,41,100,105.3,10,895.05,28.504,0,0,Great Lakes,Town
Bowling Green State University-Main Campus,14477,96,10726,Great Lakes,Public,No,No,Town,0,1,10,4,0,78,2,3,2,56,36,77,2171.5499999999997,15,11292.06,10.726,1,0,Great Lakes,Town
Capital University,2788,100,31990,Great Lakes,Private not-for-profit,No,No,Suburb,0,1,9,3,0,80,4,2,1,58,36,100,362.44,13,2230.4,31.99,0,0,Great Lakes,Suburb
Case Western Reserve University,4661,88,41800,Great Lakes,Private not-for-profit,No,No,City,0,18,5,5,0,53,4,6,9,45,20,85,1305.08,27.999999999999996,2470.33,41.8,0,0,Great Lakes,City
Cedarville University,3238,97,26420,Great Lakes,Private not-for-profit,No,No,Town,0,2,1,2,0,87,2,3,1,53,20,95,161.9,5,2817.06,26.42,0,0,Great Lakes,Town
Central State University,2036,91,6058,Great Lakes,Public,Yes,No,Rural,0,0,95,1,0,2,1,1,0,53,81,52,1954.56,96,40.72,6.058,1,1,Great Lakes,Rural
University of Cincinnati-Main Campus,23706,83,10784,Great Lakes,Public,No,No,City,0,3,8,3,0,76,2,4,4,50,23,53,3318.84,14.000000000000002,18016.56,10.784,1,0,Great Lakes,City
Ohio Christian University,3528,61,17720,Great Lakes,Private not-for-profit,No,No,Town,0,1,28,2,0,54,2,13,0,61,48,49,1093.6800000000003,31.00000000000001,1905.1200000000001,17.72,0,0,Great Lakes,Town
Cleveland State University,12133,92,9499,Great Lakes,Public,No,No,City,0,3,19,5,0,62,3,3,5,54,53,45,3275.9100000000003,27,7522.46,9.499,1,0,Great Lakes,City
University of Dayton,7975,98,35800,Great Lakes,Private not-for-profit,No,No,City,0,1,3,3,0,81,1,2,9,48,12,97,558.25,7.000000000000001,6459.75,35.8,0,0,Great Lakes,City
Defiance College,892,100,28690,Great Lakes,Private not-for-profit,No,No,Town,2,1,11,6,0,76,0,2,1,48,49,97,178.4,20,677.92,28.69,0,0,Great Lakes,Town
Denison University,2274,100,43910,Great Lakes,Private not-for-profit,No,No,Suburb,0,3,6,9,0,69,4,2,7,58,19,99,409.32,18,1569.06,43.91,0,0,Great Lakes,Suburb
The University of Findlay,3872,100,29798,Great Lakes,Private not-for-profit,No,No,Town,0,1,3,2,0,83,2,4,5,62,28,100,232.32,6,3213.7599999999998,29.798,0,0,Great Lakes,Town
Heidelberg University,1107,100,26180,Great Lakes,Private not-for-profit,No,No,Town,1,1,7,2,0,75,3,11,0,50,47,99,121.77000000000001,11.000000000000002,830.25,26.18,0,0,Great Lakes,Town
Hiram College,1283,100,30290,Great Lakes,Private not-for-profit,No,No,Town,0,1,13,4,0,71,2,4,4,55,45,99,230.94000000000003,18.000000000000004,910.93,30.29,0,0,Great Lakes,Town
John Carroll University,3040,100,34480,Great Lakes,Private not-for-profit,No,No,Suburb,0,2,5,4,0,83,2,4,1,48,26,100,334.40000000000003,11.000000000000002,2523.2,34.48,0,0,Great Lakes,Suburb
Kent State University at Salem,1844,88,5554,Great Lakes,Public,No,No,Rural,1,1,3,2,0,90,1,3,0,71,61,7,129.08,7.000000000000001,1659.6000000000001,5.554,1,0,Great Lakes,Rural
Kent State University at Kent,22968,91,9816,Great Lakes,Public,No,No,Suburb,0,1,8,3,0,75,3,3,7,59,36,71,2756.16,12,17226,9.816,1,0,Great Lakes,Suburb
Kenyon College,1705,64,45640,Great Lakes,Private not-for-profit,No,No,Town,1,6,3,5,0,76,2,3,5,54,10,59,255.75,15,1295.8,45.64,0,0,Great Lakes,Town
Lake Erie College,922,100,27368,Great Lakes,Private not-for-profit,No,No,Suburb,0,0,10,2,0,79,2,2,4,49,41,100,110.64000000000001,12.000000000000002,728.38,27.368,0,0,Great Lakes,Suburb
Lourdes University,1806,98,17655,Great Lakes,Private not-for-profit,No,No,Suburb,0,1,16,6,0,70,3,3,0,70,60,85,415.38,23,1264.1999999999998,17.655,0,0,Great Lakes,Suburb
Malone University,1656,100,25678,Great Lakes,Private not-for-profit,No,No,City,0,1,7,3,0,84,2,1,2,57,44,100,182.16,11,1391.04,25.678,0,0,Great Lakes,City
Marietta College,1416,99,31940,Great Lakes,Private not-for-profit,No,No,Town,0,1,6,3,0,70,2,6,12,42,37,97,141.6,10,991.1999999999999,31.94,0,0,Great Lakes,Town
Miami University-Oxford,15462,77,13800,Great Lakes,Public,No,No,Town,0,2,4,3,0,81,3,1,7,52,13,71,1391.58,9,12524.220000000001,13.8,1,0,Great Lakes,Town
University of Mount Union,2096,95,27380,Great Lakes,Private not-for-profit,No,No,Town,0,0,6,2,0,81,4,3,3,50,34,79,167.68,8,1697.7600000000002,27.38,0,0,Great Lakes,Town
Mount Vernon Nazarene University,1829,100,23690,Great Lakes,Private not-for-profit,No,No,Town,0,0,5,2,0,83,2,7,0,64,37,97,128.03,7.000000000000001,1518.07,23.69,0,0,Great Lakes,Town
College of Mount St Joseph,1795,100,25800,Great Lakes,Private not-for-profit,No,No,Suburb,0,0,9,2,0,76,2,10,0,63,34,100,197.45,11,1364.2,25.8,0,0,Great Lakes,Suburb
Muskingum University,1728,100,23662,Great Lakes,Private not-for-profit,No,No,Town,0,0,6,2,0,79,3,6,5,55,52,99,138.24,8,1365.1200000000001,23.662,0,0,Great Lakes,Town
Notre Dame College,1989,100,26344,Great Lakes,Private not-for-profit,No,No,Suburb,0,1,21,2,0,67,1,4,2,55,48,99,477.35999999999996,24,1332.63,26.344,0,0,Great Lakes,Suburb
Oberlin College,2894,88,46870,Great Lakes,Private not-for-profit,No,No,Town,0,4,5,7,0,70,5,1,7,55,10,83,463.04,16,2025.8,46.87,0,0,Great Lakes,Town
Ohio Dominican University,2005,100,28932,Great Lakes,Private not-for-profit,No,No,City,0,1,22,3,0,67,3,2,1,58,49,100,521.3000000000001,26,1343.3500000000001,28.932,0,0,Great Lakes,City
Ohio Northern University,2702,99,36720,Great Lakes,Private not-for-profit,No,No,Town,0,1,3,2,0,83,3,1,7,48,29,97,162.12,6.000000000000001,2242.66,36.72,0,0,Great Lakes,Town
Ohio State University-Lima Campus,1059,94,7140,Great Lakes,Public,No,No,Rural,0,1,4,2,0,87,2,2,0,55,48,65,74.13000000000001,7.000000000000001,921.33,7.14,1,0,Great Lakes,Rural
Ohio State University-Mansfield Campus,1155,87,7140,Great Lakes,Public,No,No,Rural,0,1,7,2,0,85,2,2,0,55,42,36,115.5,10,981.75,7.14,1,0,Great Lakes,Rural
Ohio State University-Marion Campus,1230,92,7140,Great Lakes,Public,No,No,Town,0,5,6,3,0,82,2,3,0,54,39,73,172.20000000000002,14.000000000000002,1008.5999999999999,7.14,1,0,Great Lakes,Town
Ohio State University-Newark Campus,2263,100,7140,Great Lakes,Public,No,No,Suburb,0,3,13,3,0,74,4,3,0,52,43,100,429.97,19,1674.62,7.14,1,0,Great Lakes,Suburb
Ohio State University-Main Campus,44201,83,10037,Great Lakes,Public,No,No,City,0,6,6,3,0,72,3,3,8,47,19,72,6630.15,15,31824.719999999998,10.037,1,0,Great Lakes,City
Ohio University-Main Campus,23504,79,10446,Great Lakes,Public,No,No,Town,0,1,5,2,0,83,3,1,4,60,25,52,1880.32,8,19508.32,10.446,1,0,Great Lakes,Town
Ohio Wesleyan University,1830,99,40510,Great Lakes,Private not-for-profit,No,No,Suburb,0,3,6,5,0,72,4,3,7,54,24,99,256.20000000000005,14.000000000000002,1317.6,40.51,0,0,Great Lakes,Suburb
Otterbein University,2479,100,31424,Great Lakes,Private not-for-profit,No,No,Suburb,0,1,6,2,0,80,3,4,2,62,32,99,223.10999999999999,9,1983.2,31.424,0,0,Great Lakes,Suburb
University of Rio Grande,2206,94,20780,Great Lakes,Private not-for-profit,No,No,Rural,0,0,5,1,0,83,0,9,1,62,69,20,132.36,6.000000000000001,1830.98,20.78,0,0,Great Lakes,Rural
Shawnee State University,4255,96,7177,Great Lakes,Public,No,No,Town,1,0,5,1,0,86,1,5,1,58,62,36,297.85,7.000000000000001,3659.2999999999997,7.177,1,0,Great Lakes,Town
Franciscan University of Steubenville,2112,97,23160,Great Lakes,Private not-for-profit,No,No,City,0,2,0,10,0,80,2,5,1,62,25,94,253.44000000000003,12.000000000000002,1689.6000000000001,23.16,0,0,Great Lakes,City
Tiffin University,3764,98,20700,Great Lakes,Private not-for-profit,No,No,Town,0,0,15,2,0,29,2,48,3,59,63,61,639.88,17,1091.56,20.7,0,0,Great Lakes,Town
University of Toledo,16153,96,9275,Great Lakes,Public,No,No,City,0,2,14,5,0,69,3,3,4,49,46,86,3392.13,21.000000000000004,11145.57,9.275,1,0,Great Lakes,City
Union Institute & University,1241,90,11904,Great Lakes,Private not-for-profit,No,No,City,1,1,21,24,0,40,3,9,0,55,70,30,583.27,47,496.40000000000003,11.904,0,0,Great Lakes,City
Urbana University,1584,81,21566,Great Lakes,Private not-for-profit,No,No,Rural,0,0,13,1,0,37,1,46,2,56,61,77,221.76000000000002,14.000000000000002,586.08,21.566,0,0,Great Lakes,Rural
Ursuline College,805,100,26720,Great Lakes,Private not-for-profit,No,No,Suburb,0,1,28,2,0,63,3,1,1,92,58,100,249.55000000000004,31.000000000000007,507.15,26.72,0,0,Great Lakes,Suburb
Walsh University,2385,100,25840,Great Lakes,Private not-for-profit,No,No,Suburb,0,1,5,2,0,76,2,11,2,61,34,100,190.8,8,1812.6,25.84,0,0,Great Lakes,Suburb
Wilberforce University,463,100,15140,Great Lakes,Private not-for-profit,Yes,No,Rural,1,0,92,0,0,3,0,3,1,61,100,100,430.59000000000003,93,13.889999999999999,15.14,0,1,Great Lakes,Rural
Wilmington College,1169,100,28190,Great Lakes,Private not-for-profit,No,No,Rural,0,0,8,0,0,80,4,6,1,53,51,98,93.52,8,935.2,28.19,0,0,Great Lakes,Rural
Wittenberg University,1959,99,38030,Great Lakes,Private not-for-profit,No,No,City,0,1,7,3,0,81,4,1,2,57,29,98,215.49,11,1586.7900000000002,38.03,0,0,Great Lakes,City
The College of Wooster,2116,99,41680,Great Lakes,Private not-for-profit,No,No,Town,1,3,8,4,0,71,0,5,7,56,25,99,338.56,16,1502.36,41.68,0,0,Great Lakes,Town
Wright State University-Main Campus,12796,88,8542,Great Lakes,Public,No,No,Suburb,0,2,12,3,0,72,4,1,6,51,42,58,2175.3199999999997,17,9213.119999999999,8.542,1,0,Great Lakes,Suburb
Xavier University,4620,100,33000,Great Lakes,Private not-for-profit,No,No,City,0,2,10,4,0,72,2,6,3,54,16,100,739.2,16,3326.4,33,0,0,Great Lakes,City
Youngstown State University,12138,96,8129,Great Lakes,Public,No,No,City,0,1,14,3,0,74,2,4,1,53,56,40,2184.84,18.000000000000004,8982.12,8.129,1,0,Great Lakes,City
Bacone College,965,88,14050,Southwest,Private not-for-profit,No,No,Town,26,3,30,8,1,19,3,11,0,37,83,83,656.2,68,183.35,14.05,0,0,Southwest,Town
Oklahoma Wesleyan University,1214,100,22252,Southwest,Private not-for-profit,No,No,Town,7,0,7,7,0,63,3,8,5,61,45,100,254.94000000000003,21.000000000000004,764.82,22.252,0,0,Southwest,Town
Southern Nazarene University,1743,100,22044,Southwest,Private not-for-profit,No,No,Suburb,5,3,14,6,1,66,0,2,4,52,44,96,505.4700000000001,29.000000000000004,1150.38,22.044,0,0,Southwest,Suburb
Cameron University,5358,88,5055,Southwest,Public,No,No,City,6,2,16,12,1,49,8,3,4,61,57,44,1982.46,37,2625.42,5.055,1,0,Southwest,City
University of Central Oklahoma,15218,76,5437,Southwest,Public,No,No,Suburb,4,3,9,7,0,59,7,2,8,57,41,36,3500.1400000000003,23,8978.619999999999,5.437,1,0,Southwest,Suburb
East Central University,3757,85,5241,Southwest,Public,No,No,Town,16,0,4,5,0,59,9,2,6,60,50,43,939.25,25,2216.63,5.241,1,0,Southwest,Town
Langston University,2075,94,3815,Southwest,Public,Yes,No,Rural,1,1,88,1,0,8,0,0,1,60,83,45,1888.25,91,166,3.815,1,1,Southwest,Rural
Northeastern State University,7418,94,4992,Southwest,Public,No,No,Town,23,2,5,4,0,51,11,3,1,60,58,53,2522.12,34,3783.1800000000003,4.992,1,0,Southwest,Town
Northwestern Oklahoma State University,2077,96,5642,Southwest,Public,No,No,Town,7,1,7,7,0,67,0,8,4,56,45,87,456.94000000000005,22.000000000000004,1391.5900000000001,5.642,1,0,Southwest,Town
Oklahoma Christian University,1962,99,18800,Southwest,Private not-for-profit,No,No,City,2,3,4,3,0,88,0,0,0,49,28,97,235.44,12,1726.56,18.8,0,0,Southwest,City
Oklahoma Panhandle State University,1375,92,6739,Southwest,Public,No,No,Rural,4,1,9,15,0,65,2,3,1,53,53,75,398.75000000000006,29.000000000000004,893.75,6.739,1,0,Southwest,Rural
Oklahoma State University-Main Campus,20660,87,7442,Southwest,Public,No,No,Town,6,2,5,5,0,72,7,1,3,49,27,72,3718.7999999999997,18,14875.199999999999,7.442,1,0,Southwest,Town
Oklahoma Baptist University,2019,99,21842,Southwest,Private not-for-profit,No,No,Town,5,1,5,5,0,69,7,4,4,59,39,99,323.0400000000001,16.000000000000004,1393.11,21.842,0,0,Southwest,Town
Oklahoma City University,1964,96,29426,Southwest,Private not-for-profit,No,No,City,3,2,6,8,0,58,7,1,16,62,23,91,373.16,19,1139.12,29.426,0,0,Southwest,City
University of Oklahoma-Norman Campus,20985,74,8916,Southwest,Public,No,No,Suburb,4,6,5,9,0,62,6,3,5,49,23,57,5036.4000000000005,24.000000000000004,13010.7,8.916,1,0,Southwest,Suburb
Oral Roberts University,2884,98,22508,Southwest,Private not-for-profit,No,No,City,3,2,15,8,0,52,4,10,6,56,37,95,807.5200000000001,28.000000000000004,1499.68,22.508,0,0,Southwest,City
Rogers State University,4473,88,5349,Southwest,Public,No,No,Town,14,2,3,4,0,60,15,1,1,63,56,10,1028.79,23,2683.7999999999997,5.349,1,0,Southwest,Town
Saint Gregory's University,633,95,20595,Southwest,Private not-for-profit,No,No,Rural,10,1,8,15,0,49,0,18,0,57,55,87,215.21999999999997,34,310.17,20.595,0,0,Southwest,Rural
